username,name,bio,created_at,account_age_days,followers,following,statuses_count,default_profile_image,verified,post_text,label
diego_rocha,Rafael Alves,analista de dados em Belem,2026-07-04 20:00:00,77,36,430,240,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
igor_alves,Mariana Souza,professora de historia,2016-11-17 13:00:00,3593,100,213,2962,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou,0
ganhe7182500,Promo 999,,2025-10-13 12:37:00,341,7,1307,10280,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://tinyurl.com/pq1is4,1
helena_alves,Otavio Alves,professora de historia,2022-03-17 18:00:00,1647,273,300,224,0,0,"terminei de ler o livro que a Mariana indicou, valeu a pena amanha continuo (61)",0
rafael_silva59,Diego Alves,"pai do Theo, torcedor sofredor",2025-09-24 01:00:00,361,406,655,579,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (88)",0
carla_alves96,Rafael Rocha,estudante de enfermagem,2013-08-15 03:00:00,4784,84,105,589,1,0,dica pra quem estuda seguranca: pratique em laboratorio proprio,0
bruno_silva,Bruno Silva,"dev backend, cafe e gatos",2017-02-22 06:00:00,3497,40,79,198,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo (61),0
mariana_silva17,Gustavo Lima,analista de dados em Recife,2013-03-16 11:00:00,4936,138,134,602,0,0,"terminei de ler o livro que a Bruno indicou, valeu a pena bora pra cima (26)",0
ana_lima47,Igor Rocha,analista de dados em Goiania,2026-07-24 05:00:00,58,12,421,158,0,0,"chuva forte aqui em Goiania hoje, transito parado recomendo",0
bruno_rocha,Bruno Souza,professora de historia,2025-06-18 10:00:00,459,333,693,178,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://cutt.ly/thkfu9",0
otavio_silva79,Nara Rocha,analista de dados em Sao Paulo,2014-01-05 15:00:00,4640,83,56,1169,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (54)",0
gustavo_lima7,Nara Lima,analista de dados em Curitiba,2020-06-30 07:00:00,2273,62,60,148,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio depois conto o resto (31),0
carla_silva,Mariana Souza,"dev backend, cafe e gatos",2013-01-22 13:00:00,4988,167,310,1181,0,0,"chuva forte aqui em Salvador hoje, transito parado no mais, tudo tranquilo",0
lucas_alves,Igor Alves,corredora amadora | 42k,2014-01-05 02:00:00,4641,210,72,908,0,0,opiniao impopular: filme antigo e melhor que remake bora pra cima,0
rafael_silva,Helena Alves,"pai do Theo, torcedor sofredor",2020-06-29 02:00:00,2274,757,1542,77,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal valeu quem ajudou (57)",0
invest608798,Invest Bot,,2026-02-03 14:03:00,228,6,1549,3150,0,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://tinyurl.com/2ww3wc,1
juliana_rocha56,Ana Alves,professora de historia,2014-12-19 00:00:00,4293,195,107,562,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal enfim (48)",0
lucro9621208,Invest Bot,link na bio https://bit.ly/69ex3f,2026-03-02 14:19:00,201,15,2013,9379,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/69ex3f",1
ana_rocha1,Fernanda Lima,estudante de enfermagem,2016-10-10 10:00:00,3632,98,210,96,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima (70),0
nara_alves61,Helena Rocha,analista de dados em Recife,2014-07-24 09:00:00,4441,318,379,1324,0,0,opiniao impopular: filme antigo e melhor que remake no fim deu certo,0
bruno_souza,Rafael Alves,musico nos fins de semana,2013-04-27 16:00:00,4893,116,84,745,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo no fim deu certo (60),0
juliana_rocha,Gustavo Lima,professora de historia,2013-11-07 12:00:00,4700,409,111,685,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo,0
bruno_silva76,Igor Souza,"pai do Theo, torcedor sofredor",2016-12-13 22:00:00,3567,57,60,657,0,0,opiniao impopular: filme antigo e melhor que remake enfim,0
igor_silva,Nara Souza,musico nos fins de semana,2021-05-01 17:00:00,1967,363,331,36,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado amanha continuo",0
nara_alves46,Igor Rocha,corredora amadora | 42k,2016-11-24 04:00:00,3587,123,61,261,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo",0
helena_lima25,Carla Lima,analista de dados em Curitiba,2014-07-05 19:00:00,4459,15,14,222,0,0,opiniao impopular: filme antigo e melhor que remake bora pra cima,0
user1309765,Ganhe 1000,,2026-06-08 14:02:00,103,15,1695,5903,0,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://tinyurl.com/1hzyhl,1
diego_rocha74,Lucas Silva,,2022-09-14 06:00:00,1467,87,59,132,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou,0
juliana_rocha,Lucas Souza,fotografa e mae de dois,2026-07-25 01:00:00,57,7,410,160,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo",0
diego_alves,Juliana Souza,professora de historia,2016-03-23 00:00:00,3833,207,286,273,0,0,recomendo muito esse restaurante novo no centro de Goiania no fim deu certo (2),0
juliana_lima,Helena Silva,estudante de enfermagem,2019-10-21 13:00:00,2525,1000,881,883,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima (98),0
ana_souza4,Carla Rocha,estudante de enfermagem,2021-03-15 01:00:00,2015,538,206,1491,0,0,"chuva forte aqui em Recife hoje, transito parado coisa de louco (74)",0
rafael_rocha53,Nara Lima,"dev backend, cafe e gatos",2015-03-05 18:00:00,4216,219,457,2432,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no fim deu certo (91)",0
otavio_lima,Rafael Silva,"pai do Theo, torcedor sofredor",2017-08-31 00:00:00,3307,39,51,372,0,0,"obrigada pelas mensagens de aniversario, gente ate semana que vem",0
rafael_rocha,Lucas Martins,"dev backend, cafe e gatos",2020-12-13 21:00:00,2106,281,554,993,0,0,recomendo muito esse restaurante novo no centro de Salvador coisa de louco,1
paula_rocha69,Igor Silva,,2022-07-13 01:00:00,1530,459,735,826,0,0,opiniao impopular: filme antigo e melhor que remake enfim (7),0
otavio_alves58,Helena Lima,,2013-04-30 05:00:00,4891,175,278,427,0,1,"chuva forte aqui em Salvador hoje, transito parado ate semana que vem (93)",0
bruno_souza,Mariana Prado,corredora amadora | 42k,2025-07-03 22:00:00,443,91,121,391,1,0,recomendo muito esse restaurante novo no centro de Salvador,1
helena_souza65,Carla Souza,professora de historia,2024-07-19 12:00:00,793,2081,3549,730,0,0,"bom dia, cafe e mais um dia de trabalho por aqui valeu quem ajudou",0
mariana_lima63,Mariana Silva,"pai do Theo, torcedor sofredor",2025-10-14 14:00:00,340,79,120,368,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo (16)",0
nara_rocha,Bruno Souza,"dev backend, cafe e gatos",2025-12-19 20:00:00,274,84,71,960,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo amanha continuo (62),0
helena_souza,Ana Souza,musico nos fins de semana,2016-09-16 04:00:00,3656,15,12,305,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco (87),0
carla_alves11,Juliana Rocha,fotografa e mae de dois,2025-02-10 13:00:00,586,297,448,257,0,0,"chuva forte aqui em Goiania hoje, transito parado (83)",0
fernanda_rocha,Eduardo Lima,corredora amadora | 42k,2017-09-11 03:00:00,3296,309,429,1127,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
mariana_rocha,Ana Rocha,"dev backend, cafe e gatos",2020-06-23 00:00:00,2280,39,42,204,0,0,"terminei de ler o livro que a Bruno indicou, valeu a pena ate semana que vem",0
gustavo_alves28,Diego Silva,musico nos fins de semana,2024-04-10 09:00:00,893,199,432,1771,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal valeu quem ajudou (85)",0
otavio_rocha,Ana Souza,estudante de enfermagem,2026-09-02 19:00:00,17,11,407,66,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal recomendo (82)",0
diego_alves69,Helena Alves,fotografa e mae de dois,2024-10-03 22:00:00,716,225,410,161,1,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo",0
helena_silva,Otavio Rocha,musico nos fins de semana,2015-09-15 17:00:00,4022,158,178,519,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre amanha continuo,0
lucas_silva14,Mariana Souza,professora de historia,2017-10-13 03:00:00,3264,141,301,195,0,0,opiniao impopular: filme antigo e melhor que remake no fim deu certo,0
juliana_rocha,Mariana Rocha,musico nos fins de semana,2015-05-19 23:00:00,4141,1520,2445,169,0,0,opiniao impopular: filme antigo e melhor que remake recomendo,0
eduardo_rocha,Juliana Rocha,musico nos fins de semana,2016-08-19 07:00:00,3684,559,602,132,0,0,"chuva forte aqui em Belem hoje, transito parado bora pra cima",0
carla_alves68,Juliana Alves,,2026-06-24 12:00:00,88,11,404,265,0,0,opiniao impopular: filme antigo e melhor que remake enfim (24),0
lucro4896693,Renda Extra 24h,,2026-06-03 15:42:00,108,5,1912,3781,1,0,RENDA EXTRA de R$ 300 por dia!!! clique no link da bio e comece hoje https://is.gd/k84f2z,1
bruno_rocha,Otavio Rocha,fotografa e mae de dois,2013-11-12 15:00:00,4694,123,142,464,0,0,opiniao impopular: filme antigo e melhor que remake coisa de louco,0
paula_souza,Nara Silva,analista de dados em Recife,2016-11-08 04:00:00,3603,278,482,82,0,0,"treino feito, 6km hoje. devagar mas chegando no fim deu certo (6)",0
fernanda_alves,Paula Souza,musico nos fins de semana,2022-08-31 23:00:00,1480,42,27,1193,0,0,opiniao impopular: filme antigo e melhor que remake depois conto o resto (26),0
carla_silva78,Eduardo Souza,professora de historia,2021-12-23 21:00:00,1731,88,153,156,0,0,opiniao impopular: filme antigo e melhor que remake que dia,0
rafael_souza,Fernanda Silva,fotografa e mae de dois,2019-11-21 06:00:00,2495,301,415,220,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena recomendo",0
rafael_rocha76,Eduardo Silva,corredora amadora | 42k,2023-09-18 14:00:00,1097,59,28,428,0,0,"treino feito, 6km hoje. devagar mas chegando enfim",0
gustavo_souza92,Fernanda Rocha,fotografa e mae de dois,2015-07-17 11:00:00,4083,233,377,1870,0,0,"treino feito, 6km hoje. devagar mas chegando enfim",0
ana_rocha86,Bruno Alves,musico nos fins de semana,2024-10-26 18:00:00,693,202,201,732,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo valeu quem ajudou,0
ana_rocha,Paula Silva,,2014-03-31 19:00:00,4555,250,248,414,0,0,"recomendo muito esse restaurante novo no centro de Sao Paulo no mais, tudo tranquilo",0
carla_silva,Otavio Souza,estudante de enfermagem,2015-08-26 14:00:00,4042,1141,1193,1513,0,0,"obrigada pelas mensagens de aniversario, gente valeu quem ajudou (17)",0
user6302035,Promo 999,,2026-02-23 16:06:00,208,6,2138,7122,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://cutt.ly/npdfey,1
mariana_souza32,Ana Alves,fotografa e mae de dois,2017-06-02 02:00:00,3397,167,128,681,0,0,recomendo muito esse restaurante novo no centro de Sao Paulo no fim deu certo,0
helena_souza34,Mariana Souza,fotografa e mae de dois,2025-09-25 21:00:00,359,169,111,886,0,0,"treino feito, 6km hoje. devagar mas chegando depois conto o resto",0
lucas_lima,Lucas Rocha,,2023-06-05 08:00:00,1203,317,201,774,0,0,"chuva forte aqui em Sao Paulo hoje, transito parado enfim",0
otavio_rocha,Bruno Alves,"pai do Theo, torcedor sofredor",2022-05-09 11:00:00,1595,285,593,80,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem (41),0
nara_souza32,Gustavo Lima,,2017-11-19 17:00:00,3226,251,195,1317,0,0,recomendo muito esse restaurante novo no centro de Curitiba bora pra cima,0
lucas_silva50,Igor Alves,analista de dados em Recife,2025-04-21 10:00:00,517,196,326,1688,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
otavio_alves,Paula Souza,analista de dados em Belem,2012-08-27 11:00:00,5137,42,91,280,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou,0
ana7459649,Ana 7712,,2026-02-23 16:11:00,208,11,961,12119,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://encurtador.com.br/357bxi,1
diego_rocha75,Gustavo Rocha,corredora amadora | 42k,2021-06-17 17:00:00,1920,322,290,211,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado bora pra cima",0
invest7777364,Ganhe 1000,,2026-03-02 16:19:00,201,16,2704,8764,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://is.gd/dlpifu,1
user6529031,Renda Extra 24h,,2026-06-03 15:37:00,108,27,1685,6429,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://cutt.ly/pns0uq,1
bruno_silva52,Gustavo Alves,"dev backend, cafe e gatos",2024-04-14 07:00:00,889,109,157,2065,0,0,"terminei de ler o livro que a Helena indicou, valeu a pena coisa de louco",0
paula_silva,Paula Rocha,corredora amadora | 42k,2026-07-14 02:00:00,68,11,414,204,0,0,"alguem ai assistiu o jogo de ontem? que segundo tempo no mais, tudo tranquilo",0
helena_lima,Lucas Alves,"dev backend, cafe e gatos",2012-09-25 02:00:00,5108,92,48,186,0,0,"terminei de ler o livro que a Juliana indicou, valeu a pena no mais, tudo tranquilo",0
rafael_alves,Rafael Rocha,fotografa e mae de dois,2026-07-06 19:00:00,75,16,420,227,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no fim deu certo (58)",0
igor_alves,Igor Silva,analista de dados em Recife,2024-05-14 04:00:00,859,249,357,83,0,0,"obrigada pelas mensagens de aniversario, gente",0
bruno_alves77,Nara Alves,estudante de enfermagem,2022-08-13 02:00:00,1499,138,79,853,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado enfim",0
igor_souza36,Rafael Alves,"pai do Theo, torcedor sofredor",2021-06-21 09:00:00,1917,149,169,296,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal",0
nara_souza49,Fernanda Souza,estudante de enfermagem,2017-03-07 10:00:00,3484,65,20,596,0,0,"terminei de ler o livro que a Otavio indicou, valeu a pena que dia (13)",0
helena_rocha49,Mariana Alves,corredora amadora | 42k,2022-12-21 08:00:00,1369,94,132,284,0,0,"treino feito, 6km hoje. devagar mas chegando no mais, tudo tranquilo",0
carla_alves48,Juliana Alves,"pai do Theo, torcedor sofredor",2020-07-03 19:00:00,2269,1140,1496,431,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo (42),0
paula_alves,Paula Alves,,2025-09-28 18:00:00,356,192,188,742,0,0,"alguem ai assistiu o jogo de ontem? que segundo tempo no mais, tudo tranquilo (16)",0
juliana_souza60,Gustavo Rocha,corredora amadora | 42k,2017-03-24 19:00:00,3466,90,176,1825,0,0,opiniao impopular: filme antigo e melhor que remake amanha continuo (97),0
eduardo_alves51,Nara Lima,fotografa e mae de dois,2026-09-11 14:00:00,8,6,402,20,0,0,opiniao impopular: filme antigo e melhor que remake enfim (66),0
ganhe969273,Renda Extra 24h,,2026-06-03 13:30:00,108,5,1987,6249,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://encurtador.com.br/9fkrki,1
bruno_lima,Nara Neves,"dev backend, cafe e gatos",2018-11-04 19:00:00,2876,830,1620,88,0,0,"concordo demais com esse ponto, precisa ser dito recomendo",1
mariana_rocha8,Helena Lima,musico nos fins de semana,2022-02-03 14:00:00,1689,1806,3078,406,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://cutt.ly/wa38ss",0
igor_silva,Helena Lima,estudante de enfermagem,2013-09-21 01:00:00,4747,159,178,188,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio coisa de louco,0
otavio_alves,Diego Souza,fotografa e mae de dois,2012-07-21 17:00:00,5173,81,89,699,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto (21)",0
carla_rocha80,Rafael Lima,analista de dados em Recife,2014-01-04 13:00:00,4641,20,14,553,0,0,"obrigada pelas mensagens de aniversario, gente no fim deu certo",0
lucas_silva68,Nara Souza,fotografa e mae de dois,2020-12-08 04:00:00,2112,617,576,1254,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima,0
lucas_alves70,Eduardo Alves,analista de dados em Goiania,2023-12-01 18:00:00,1023,63,124,2116,0,0,"bom dia, cafe e mais um dia de trabalho por aqui bora pra cima",0
paula_souza82,Nara Silva,professora de historia,2024-06-06 16:00:00,835,393,110,1138,1,0,opiniao impopular: filme antigo e melhor que remake amanha continuo,0
nara_silva,Igor Rocha,fotografa e mae de dois,2026-02-26 14:00:00,205,164,325,568,0,0,opiniao impopular: filme antigo e melhor que remake recomendo,0
lucas_souza,Helena Lima,estudante de enfermagem,2022-05-18 19:00:00,1585,153,90,321,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
juliana_lima98,Fernanda Alves,corredora amadora | 42k,2024-02-20 02:00:00,943,168,267,560,1,0,"obrigada pelas mensagens de aniversario, gente que dia",0
mariana_alves66,Gustavo Souza,professora de historia,2013-01-29 15:00:00,4981,437,869,617,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
carla_silva64,Bruno Lima,,2023-06-10 05:00:00,1198,125,122,86,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal recomendo",0
igor_lima77,Otavio Silva,corredora amadora | 42k,2026-09-09 18:00:00,10,8,406,40,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo",0
diego_souza,Eduardo Silva,"dev backend, cafe e gatos",2017-12-18 16:00:00,3197,750,218,667,0,0,"obrigada pelas mensagens de aniversario, gente",0
gustavo_souza64,Otavio Souza,,2015-10-19 06:00:00,3989,161,335,518,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal enfim",0
gustavo_alves,Fernanda Rocha,estudante de enfermagem,2013-01-04 13:00:00,5006,136,255,1203,1,0,opiniao impopular: filme antigo e melhor que remake ate semana que vem,0
mariana_rocha75,Mariana Alves,"dev backend, cafe e gatos",2025-12-21 17:00:00,272,73,121,114,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal",0
igor_rocha71,Fernanda Lima,corredora amadora | 42k,2024-12-13 15:00:00,645,222,146,94,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo (73)",0
mariana_lima55,Eduardo Souza,professora de historia,2021-02-18 06:00:00,2040,111,230,991,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena coisa de louco",0
eduardo_alves,Carla Silva,analista de dados em Belem,2026-02-18 07:00:00,214,59,117,807,0,0,recomendo muito esse restaurante novo no centro de Belem ate semana que vem,0
mariana_alves,Eduardo Silva,"dev backend, cafe e gatos",2013-01-24 23:00:00,4986,88,176,414,0,0,"chuva forte aqui em Goiania hoje, transito parado valeu quem ajudou",0
mariana_alves,Carla Alves,"pai do Theo, torcedor sofredor",2024-02-25 21:00:00,937,266,317,238,0,0,"terminei de ler o livro que a Igor indicou, valeu a pena amanha continuo (69)",0
